Tweet,Fecha,Locacion,Longitud(V1),Latitud(V1),Longitud(V2),Latitud(V2),Longitud(V3),Latitud(V3),Longitud(V4),Latitud(V4)
"OPOSICIÓN CARROÑERA, P/QUE SE LIMPIEN LAS CHINGUIÑAS ¡¡TOMEN NOTA!! @FelipeCalderon @MarkoCortes @AccionNacional… https://t.co/SoguJthgsY",Fri Apr 24 13:04:07 +0000 2020,"Iztapalapa, Distrito Federal",-99.140238,19.284692,-99.140238,19.400885,-98.960684,19.400885,-98.960684,19.284692
Ese es cariño  limpiense las chinguiñas  ...  fifis,Wed Apr 01 18:59:36 +0000 2020,"Cuautlancingo, Puebla",-98.300186,19.077688,-98.300186,19.160921,-98.222497,19.160921,-98.222497,19.077688
"@HavockIII @elchairomen @ClaudioXGG @SNietoCastillo Pues quítate la venda de los ojos, o de pérdida quítate las chinguiñas",Sat Apr 25 23:49:16 +0000 2020,"Coacalco de Berriozábal, México",-99.127265,19.589845,-99.127265,19.662165,-99.053342,19.662165,-99.053342,19.589845
@soyghiohernan9 Jajajajajaja sí les más zoom se ve también una chinguiña 😂,Fri Apr 17 16:44:03 +0000 2020,"Miguel Hidalgo, Distrito Federal",-99.259495,19.386371,-99.259495,19.473498,-99.163526,19.473498,-99.163526,19.386371
@AnaPOrdorica @HLGatell Por favor quítese las chinguiñas señora y observe https://t.co/BmNdxIoGZa,Tue May 26 00:10:04 +0000 2020,"Alvarado, Veracruz de Ignacio de la Llave",-96.11682,18.554787,-96.11682,19.115664,-95.509639,19.115664,-95.509639,18.554787
"@marianagc Sra: nomás, para que ""se limpie las chinguiñas"". Hay gente pensante.",Tue Jun 23 02:40:28 +0000 2020,"San Martín de las Pirámides, México",-98.891222,19.620304,-98.891222,19.773745,-98.774503,19.773745,-98.774503,19.620304
"Es lunes, ya lavense la carita y quítese las chinguiñas!",Mon Aug 17 13:24:24 +0000 2020,"Gustavo A. Madero, Distrito Federal",-99.180678,19.444937,-99.180678,19.592375,-99.051103,19.592375,-99.051103,19.444937
"@MrAndersonRadio ,😅ya me salieron chinguiñas y perillas. Ay mis ojos!",Mon Aug 17 18:10:41 +0000 2020,"Puebla, México",-98.289206,18.83765,-98.289206,19.226809,-98.019327,19.226809,-98.019327,18.83765
@Claudiashein Para que se limpien las chinguiñas los PRIANISTAS VAQUETONES!,Thu Sep 03 23:18:53 +0000 2020,"Puebla, México",-98.289206,18.83765,-98.289206,19.226809,-98.019327,19.226809,-98.019327,18.83765
Para que te limpies las chinguiñas @sergioaguayo .,Thu Oct 01 05:28:27 +0000 2020,"Tlalnepantla de Baz, México",-99.248181,19.498594,-99.248181,19.589272,-99.080384,19.589272,-99.080384,19.498594
"Que pedo raza, ya limpience las chinguiñas y a darle que es martes y faltan 3 días para el fin de semana!",Tue Oct 13 12:36:14 +0000 2020,"Coyoacán, Distrito Federal",-99.205809,19.297011,-99.205809,19.359755,-99.098871,19.359755,-99.098871,19.297011
"@CiroGomezL @HLGatell Sr Ciro: nadamás para que ""se limpie ud las chinguiñas; miles, sí miles de mexicanos espontán… https://t.co/z6KEOEPebM",Sat Oct 24 23:19:04 +0000 2020,"San Martín de las Pirámides, México",-98.891222,19.620304,-98.891222,19.773745,-98.774503,19.773745,-98.774503,19.620304
"@marianagc Sra: nadamás para que se limpie UD las chinguiñas; miles, SÍ miles, de mexicanos salieron HOY a mostrar… https://t.co/VFy27emV1d",Sat Oct 24 23:23:28 +0000 2020,"San Martín de las Pirámides, México",-98.891222,19.620304,-98.891222,19.773745,-98.774503,19.773745,-98.774503,19.620304
"@XochitlGalvez Sra: nomás para que ""se limpie UD las chinguiñas""; miles, SÍ miles, salieron a mostrar el verdadero… https://t.co/FFenD6bz1A",Sat Oct 24 23:27:40 +0000 2020,"San Martín de las Pirámides, México",-98.891222,19.620304,-98.891222,19.773745,-98.774503,19.773745,-98.774503,19.620304
"@JLozanoA Sr: nomás para que ""se limpie UD las chinguiñas""; el día de HOY, salieron miles, SÍ miles, a mostrar el v… https://t.co/wgRwgNdaBn",Sat Oct 24 23:33:46 +0000 2020,"San Martín de las Pirámides, México",-98.891222,19.620304,-98.891222,19.773745,-98.774503,19.773745,-98.774503,19.620304
"@MarkoCortes Sr: nomás para que ""se limpie UD las chinguiñas""; el día de HOY miles, SÍ miles, salieron a mostrar el… https://t.co/5VLPGFq8U8",Sat Oct 24 23:51:55 +0000 2020,"San Martín de las Pirámides, México",-98.891222,19.620304,-98.891222,19.773745,-98.774503,19.773745,-98.774503,19.620304
"@VicenteFoxQue Sr: nomás para que ""se limpie UD las chinguiñas""; el día de HOY miles, SÍ miles, de mexicanos salier… https://t.co/5DGNsRft1M",Sat Oct 24 23:58:17 +0000 2020,"San Martín de las Pirámides, México",-98.891222,19.620304,-98.891222,19.773745,-98.774503,19.773745,-98.774503,19.620304
